method,shots,eval_seed,train_seed,checkpoint_path,checkpoint_config_hash,checkpoint_selection_metric,best_validation_mse,validation_task_bank_path,config_hash,device,hardware,train_wallclock_sec,reward_mode,behavior_clone_checkpoint,task_bank_path,policy_params,episodes,mse_mean,mse_mean_ci95_lo,mse_mean_ci95_hi,mse_median,mse_iqr,info_gain_mean,decision_ms_mean,decision_ms_p95,smc_update_ms_mean,smc_update_ms_p95,step_total_ms_mean,step_total_ms_p95,crlb_theta_mse_mean,mse_crlb_ratio_mean,per_seed_mse_mean
fixed_optimized,128,777 778 779 780 781,,,,,,,ecfb258c2103,cpu,cpu:x86_64,,,,runs/reward_mse_delta/task_bank.npz,"{""n_actions"": 75, ""name"": ""fixed_optimized"", ""non_adaptive"": true, ""objective"": ""prior_center_fisher_logdet"", ""ridge"": 0.0001}",1500.0,0.02874900317855645,0.027467927984751683,0.02998310507738788,0.02190922386944294,0.026652659522369504,22.347737287521362,0.022662777194960248,0.001422419057538112,37.91590279398089,38.90762220577259,38.34514549068451,39.3257587805856,,,777:0.029753659;778:0.029727112;779:0.027646434;780:0.028940708;781:0.027677103
