method,shots,eval_seed,train_seed,checkpoint_path,checkpoint_config_hash,checkpoint_selection_metric,best_validation_mse,validation_task_bank_path,config_hash,device,hardware,train_wallclock_sec,reward_mode,behavior_clone_checkpoint,task_bank_path,policy_params,episodes,mse_mean,mse_mean_ci95_lo,mse_mean_ci95_hi,mse_median,mse_iqr,info_gain_mean,decision_ms_mean,decision_ms_p95,smc_update_ms_mean,smc_update_ms_p95,step_total_ms_mean,step_total_ms_p95,crlb_theta_mse_mean,mse_crlb_ratio_mean,per_seed_mse_mean
symqnet,32,777 778 779 780 781,780,runs/main_result/symqnet_seed_780/best_agent.pt,eb8b7775950d,heldout_validation_mse,0.06667041766922921,runs/main_result/validation_task_bank.npz,2133924d1237,cpu,cpu:x86_64,8583.351508580963,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",2500.0,0.07612387804165482,0.0751486285164021,0.07711208996948786,0.07519889622926712,0.03516263607889414,2.6889417110443117,1.6372467653114453,1.9223860849626362,4.5539940180218155,36.398442619177516,6.765812754643978,38.647485285741276,,,777:0.076142053;778:0.076451242;779:0.075768525;780:0.076744146;781:0.075513424
symqnet,64,777 778 779 780 781,780,runs/main_result/symqnet_seed_780/best_agent.pt,eb8b7775950d,heldout_validation_mse,0.06667041766922921,runs/main_result/validation_task_bank.npz,08036af82a3a,cpu,cpu:x86_64,8583.351508580963,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",2500.0,0.0765901222255081,0.07556608939420431,0.07758986031974666,0.07517604157328606,0.03684849105775356,3.085948405456543,1.4911530281430008,1.5153465981711634,4.924105052602115,35.3543077216018,6.927370118858138,37.36140153873712,,,777:0.077111987;778:0.076152499;779:0.076486239;780:0.076120145;781:0.077079742
symqnet,128,777 778 779 780 781,780,runs/main_result/symqnet_seed_780/best_agent.pt,eb8b7775950d,heldout_validation_mse,0.06667041766922921,runs/main_result/validation_task_bank.npz,95012ddc6c51,cpu,cpu:x86_64,8583.351508580963,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",2500.0,0.07693527880832553,0.07590004590765573,0.07800623156180606,0.07521232217550278,0.03656232729554176,3.287229536437988,1.4903212863654416,1.5123092576977797,5.497438098371236,35.5185876475065,7.501186333609642,37.52733407333726,,,777:0.077686945;778:0.077081717;779:0.076819472;780:0.076810656;781:0.076277604
symqnet,256,777 778 779 780 781,780,runs/main_result/symqnet_seed_780/best_agent.pt,eb8b7775950d,heldout_validation_mse,0.06667041766922921,runs/main_result/validation_task_bank.npz,2e96c06dd8ba,cpu,cpu:x86_64,8583.351508580963,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",2500.0,0.07792241553217173,0.07687045227082447,0.0789605238063261,0.07614722847938538,0.03627352975308895,3.620965344619751,1.490017461342116,1.5144992979359813,6.245686290232051,35.69139180381317,8.252330949316578,37.70326638059923,,,777:0.077860899;778:0.077685107;779:0.078257626;780:0.078216603;781:0.077591842
symqnet,512,777 778 779 780 781,780,runs/main_result/symqnet_seed_780/best_agent.pt,eb8b7775950d,heldout_validation_mse,0.06667041766922921,runs/main_result/validation_task_bank.npz,6e5f82f77e62,cpu,cpu:x86_64,8583.351508580963,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",2500.0,0.07792088348194957,0.0768583742099069,0.0789412533793319,0.07580144330859184,0.03657348360866308,4.021791022491455,1.545156923292153,1.6498179201036691,7.228767697773098,36.032759051187895,9.303169174920509,38.13835320484359,,,777:0.077623578;778:0.077720509;779:0.077645114;780:0.078515037;781:0.078100179
symqnet,32,777 778 779 780 781,781,runs/main_result/symqnet_seed_781/best_agent.pt,7b5e453459e1,heldout_validation_mse,0.06881010229699314,runs/main_result/validation_task_bank.npz,2133924d1237,cpu,cpu:x86_64,8773.087494715,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",2500.0,0.07035652348417788,0.06932397532733157,0.07137946152853314,0.06788557767868042,0.037430898286402225,4.891051217269897,1.5579250448719704,1.6577898392104544,7.977667835041777,36.25610264819115,10.068095898302271,38.37845429207664,,,777:0.072308268;778:0.070764736;779:0.069546383;780:0.069133208;781:0.070030022
symqnet,64,777 778 779 780 781,781,runs/main_result/symqnet_seed_781/best_agent.pt,7b5e453459e1,heldout_validation_mse,0.06881010229699314,runs/main_result/validation_task_bank.npz,08036af82a3a,cpu,cpu:x86_64,8773.087494715,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",2500.0,0.0722191673051566,0.07115295331903734,0.07335509462635033,0.06846312433481216,0.03927660547196865,6.0241605674743655,1.5477786317842805,1.6463213538518175,8.518047789332922,36.18648584050825,10.59612854304206,38.30247735758312,,,777:0.073213194;778:0.073054748;779:0.071061287;780:0.072175033;781:0.071591575
symqnet,128,777 778 779 780 781,781,runs/main_result/symqnet_seed_781/best_agent.pt,7b5e453459e1,heldout_validation_mse,0.06881010229699314,runs/main_result/validation_task_bank.npz,95012ddc6c51,cpu,cpu:x86_64,8773.087494715,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",2500.0,0.07393908958770334,0.07271471697873436,0.07516181257664226,0.07062869518995285,0.04087347723543644,7.111733982086181,1.489217756899436,1.5111356642330065,8.782933520210081,35.40070978300646,10.786907733296458,37.41570906307315,,,777:0.075475567;778:0.074686163;779:0.072448198;780:0.073695714;781:0.073389806
symqnet,256,777 778 779 780 781,781,runs/main_result/symqnet_seed_781/best_agent.pt,7b5e453459e1,heldout_validation_mse,0.06881010229699314,runs/main_result/validation_task_bank.npz,2e96c06dd8ba,cpu,cpu:x86_64,8773.087494715,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",2500.0,0.07653254102990031,0.07524986614502036,0.07775735952086747,0.0732288509607315,0.04359164461493492,8.27305869216919,1.4888289345906944,1.5142001209314913,8.941466372048794,35.57529754191637,10.94072209386569,37.58891939172754,,,777:0.075833532;778:0.077961001;779:0.074876672;780:0.075699858;781:0.078291641
symqnet,512,777 778 779 780 781,781,runs/main_result/symqnet_seed_781/best_agent.pt,7b5e453459e1,heldout_validation_mse,0.06881010229699314,runs/main_result/validation_task_bank.npz,6e5f82f77e62,cpu,cpu:x86_64,8773.087494715,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",2500.0,0.07830725388601423,0.0770100993183162,0.07982616965252906,0.07378432899713516,0.044825559481978416,9.448458528137207,1.4889829941132726,1.5128074110019951,9.274741124599759,35.489131456182804,11.272748121087593,37.49884265828878,,,777:0.0773416;778:0.080305794;779:0.075955082;780:0.078015496;781:0.079918297
dad_transformer,32,777 778 779 780 781,777,runs/main_result/dad_transformer_seed_777/best_agent.pt,3a876bb8936b,heldout_validation_mse,0.05037100415211171,runs/main_result/validation_task_bank.npz,76ca35aaf205,cpu,cpu:x86_64,8443.731204306008,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.06324504824187606,0.06195160829100758,0.06453071190535091,0.05702840909361839,0.04451997857540846,12.359972528839112,0.8003234889267737,0.8709598582354374,27.65160318393674,37.733827341953294,28.921179533394106,39.03611624191981,,,777:0.06353849;778:0.062886521;779:0.064763645;780:0.061767813;781:0.063268774
dad_transformer,64,777 778 779 780 781,777,runs/main_result/dad_transformer_seed_777/best_agent.pt,3a876bb8936b,heldout_validation_mse,0.05037100415211171,runs/main_result/validation_task_bank.npz,1c7c8534b94f,cpu,cpu:x86_64,8443.731204306008,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.06588904052120634,0.06453183263785323,0.06731215987671865,0.05793565697968006,0.05009720288217068,14.701914836502075,0.7469040247301261,0.8061505850986578,27.001438949050172,35.73864703867584,28.18397043119961,36.94926524972543,,,777:0.065014171;778:0.064740695;779:0.068048085;780:0.066903967;781:0.064738285
dad_transformer,128,777 778 779 780 781,777,runs/main_result/dad_transformer_seed_777/best_agent.pt,3a876bb8936b,heldout_validation_mse,0.05037100415211171,runs/main_result/validation_task_bank.npz,1c13c3d59260,cpu,cpu:x86_64,8443.731204306008,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.07008610884901136,0.06847338255824288,0.07182469934522406,0.06165969371795654,0.05737164057791233,16.786960859298706,1.1099952801932684,1.6921485991799272,31.51511889457599,40.777309109468476,33.28282789368726,42.735865129553716,,,777:0.070475217;778:0.072422687;779:0.067662278;780:0.068120334;781:0.071750028
dad_transformer,256,777 778 779 780 781,777,runs/main_result/dad_transformer_seed_777/best_agent.pt,3a876bb8936b,heldout_validation_mse,0.05037100415211171,runs/main_result/validation_task_bank.npz,f9f4d912d594,cpu,cpu:x86_64,8443.731204306008,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.07113746954239905,0.06949536457355833,0.07276662645038216,0.06340073421597481,0.05805161688476801,19.091603237915038,1.1767500401086484,1.82790731448913,33.39882806375261,41.43382871767972,35.26461794898949,43.50520587605424,,,777:0.070515218;778:0.072281023;779:0.070641524;780:0.073143631;781:0.069105951
dad_transformer,512,777 778 779 780 781,777,runs/main_result/dad_transformer_seed_777/best_agent.pt,3a876bb8936b,heldout_validation_mse,0.05037100415211171,runs/main_result/validation_task_bank.npz,a92ed02b93fe,cpu,cpu:x86_64,8443.731204306008,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.0705514239099808,0.06886792403764325,0.07233833580808248,0.062249938026070595,0.059178389608860016,21.98759743385315,1.1537822790262806,1.386742062191479,33.10620752816968,38.19220636102837,34.89340351626095,40.11599732995965,,,777:0.070120648;778:0.070394733;779:0.072315089;780:0.071328732;781:0.068597917
dad_transformer,32,777 778 779 780 781,778,runs/main_result/dad_transformer_seed_778/best_agent.pt,6e4ca402d52f,heldout_validation_mse,0.058819072670303285,runs/main_result/validation_task_bank.npz,76ca35aaf205,cpu,cpu:x86_64,8290.242753373925,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.06720471048094333,0.06623339080667123,0.06820371064436621,0.0651993677020073,0.03354496881365776,3.9200845512390137,0.830990405268191,1.2030742072034628,6.789319274926352,35.983076116524174,8.099335150612104,37.50976438462967,,,777:0.067327483;778:0.067182157;779:0.067571972;780:0.067096667;781:0.066845273
dad_transformer,64,777 778 779 780 781,778,runs/main_result/dad_transformer_seed_778/best_agent.pt,6e4ca402d52f,heldout_validation_mse,0.058819072670303285,runs/main_result/validation_task_bank.npz,1c7c8534b94f,cpu,cpu:x86_64,8290.242753373925,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.06561796051710844,0.06452739515641703,0.06664507216371596,0.06271487101912498,0.03640114422887564,5.725856805038452,0.8477401741055979,1.221994617639575,8.047056052511712,36.30488692645449,9.382384014110235,37.82740833526477,,,777:0.066424011;778:0.067165603;779:0.064659407;780:0.063740383;781:0.066100399
dad_transformer,128,777 778 779 780 781,778,runs/main_result/dad_transformer_seed_778/best_agent.pt,6e4ca402d52f,heldout_validation_mse,0.058819072670303285,runs/main_result/validation_task_bank.npz,1c13c3d59260,cpu,cpu:x86_64,8290.242753373925,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.06945364505965262,0.06825744246194139,0.07062071952861268,0.06610690802335739,0.040415904484689236,8.00624895362854,0.8782107917436708,1.2594304605736397,8.958095099091427,36.72342620723648,10.340824704309407,38.27970781881595,,,777:0.069528598;778:0.071363953;779:0.068306287;780:0.069705075;781:0.068364312
dad_transformer,256,777 778 779 780 781,778,runs/main_result/dad_transformer_seed_778/best_agent.pt,6e4ca402d52f,heldout_validation_mse,0.058819072670303285,runs/main_result/validation_task_bank.npz,f9f4d912d594,cpu,cpu:x86_64,8290.242753373925,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.07331990593448282,0.07193089307018556,0.07457926729253493,0.06815202161669731,0.045431424863636494,10.158250672912597,0.8697041967029993,1.2448882996104658,9.733461074624211,36.56864718637662,11.097243214905676,38.13319968112046,,,777:0.071474733;778:0.073901101;779:0.074056889;780:0.074740762;781:0.072426045
dad_transformer,512,777 778 779 780 781,778,runs/main_result/dad_transformer_seed_778/best_agent.pt,6e4ca402d52f,heldout_validation_mse,0.058819072670303285,runs/main_result/validation_task_bank.npz,a92ed02b93fe,cpu,cpu:x86_64,8290.242753373925,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.07960965736117213,0.07815359404283577,0.08109600150011013,0.07475720345973969,0.052619353868067265,12.04705845413208,0.7449936844770693,0.7834306456148624,10.149922763587286,36.02354953144677,11.337357892137435,37.241525007516614,,,777:0.08054642;778:0.081087;779:0.078176413;780:0.079566974;781:0.07867148
dad_transformer,32,777 778 779 780 781,779,runs/main_result/dad_transformer_seed_779/best_agent.pt,3d0556203dd5,heldout_validation_mse,0.0617318277945742,runs/main_result/validation_task_bank.npz,76ca35aaf205,cpu,cpu:x86_64,7602.718096658005,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.06383970203436912,0.06252534419177566,0.06500020328852348,0.05998640134930611,0.04042711388319731,8.275025969314575,0.7739420696006467,0.843428424547892,18.43492267703146,37.81474140528589,19.66695786264544,39.083840357523876,,,777:0.063705472;778:0.063661572;779:0.061016722;780:0.064982455;781:0.065832289
dad_transformer,64,777 778 779 780 781,779,runs/main_result/dad_transformer_seed_779/best_agent.pt,3d0556203dd5,heldout_validation_mse,0.0617318277945742,runs/main_result/validation_task_bank.npz,1c7c8534b94f,cpu,cpu:x86_64,7602.718096658005,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.06524829467516392,0.06388795103846584,0.06660186918676364,0.06022767908871174,0.042900051921606064,10.853431256866456,0.7793936813896937,0.8584228469291701,19.092276374854716,37.845123060385234,20.33038303405564,39.12278105445439,,,777:0.063001362;778:0.064100371;779:0.064575127;780:0.067297609;781:0.067267004
dad_transformer,128,777 778 779 780 781,779,runs/main_result/dad_transformer_seed_779/best_agent.pt,3d0556203dd5,heldout_validation_mse,0.0617318277945742,runs/main_result/validation_task_bank.npz,1c13c3d59260,cpu,cpu:x86_64,7602.718096658005,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.06573831393215805,0.0642679891479388,0.06718867227787617,0.059186000376939774,0.046174212358891964,13.461084029388427,0.9812273083228825,1.2929759811144321,20.169174082030075,38.32081931643188,21.699407579167747,40.092822990345304,,,777:0.064041164;778:0.06630571;779:0.064631574;780:0.06582952;781:0.067883602
dad_transformer,256,777 778 779 780 781,779,runs/main_result/dad_transformer_seed_779/best_agent.pt,3d0556203dd5,heldout_validation_mse,0.0617318277945742,runs/main_result/validation_task_bank.npz,f9f4d912d594,cpu,cpu:x86_64,7602.718096658005,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.06619195894822479,0.06462858685976826,0.0676960200785473,0.05901372246444225,0.051890538074076176,15.952817436218261,0.7709182422918579,0.8473541715298779,21.540031248979112,37.65391154269455,22.761973983932858,38.91026942747412,,,777:0.064585787;778:0.065248041;779:0.06779889;780:0.066091311;781:0.067235766
dad_transformer,512,777 778 779 780 781,779,runs/main_result/dad_transformer_seed_779/best_agent.pt,3d0556203dd5,heldout_validation_mse,0.0617318277945742,runs/main_result/validation_task_bank.npz,a92ed02b93fe,cpu,cpu:x86_64,7602.718096658005,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.06925330230537802,0.06772308851655107,0.07085552248046267,0.06159963458776474,0.05522898118942976,18.620132928085326,0.7677044845263784,0.8462477373192087,23.548308260200752,37.04957135018194,24.76480292934899,38.30137423902052,,,777:0.06745816;778:0.067390959;779:0.069799694;780:0.072732166;781:0.068885532
dad_transformer,32,777 778 779 780 781,780,runs/main_result/dad_transformer_seed_780/best_agent.pt,5f8b65b0a687,heldout_validation_mse,0.06596556672593579,runs/main_result/validation_task_bank.npz,76ca35aaf205,cpu,cpu:x86_64,8056.888501340989,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.0745289129640907,0.07357665790754371,0.07553548443988897,0.07346530258655548,0.03465679660439491,1.1710102405548095,0.6928830778989423,0.7365148697048426,3.979292476940383,33.13204042356229,5.079578904459615,34.27720619717147,,,777:0.07430971;778:0.075008712;779:0.07508305;780:0.073167985;781:0.075075108
dad_transformer,64,777 778 779 780 781,780,runs/main_result/dad_transformer_seed_780/best_agent.pt,5f8b65b0a687,heldout_validation_mse,0.06596556672593579,runs/main_result/validation_task_bank.npz,1c7c8534b94f,cpu,cpu:x86_64,8056.888501340989,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.07165063975006342,0.07063518245864658,0.07266039712151512,0.06894413754343987,0.035256425850093365,1.8092050941467286,0.6899550259863544,0.7320720789837651,4.08118844499113,32.68138844640926,5.177794811371455,33.82176605369896,,,777:0.070490123;778:0.072664636;779:0.071101619;780:0.071853984;781:0.072142837
dad_transformer,128,777 778 779 780 781,780,runs/main_result/dad_transformer_seed_780/best_agent.pt,5f8b65b0a687,heldout_validation_mse,0.06596556672593579,runs/main_result/validation_task_bank.npz,1c13c3d59260,cpu,cpu:x86_64,8056.888501340989,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.07005580718964338,0.06907860914746299,0.07112269458835944,0.06813796237111092,0.03544893488287926,2.7370807693481445,0.6955545333628025,0.736626113508828,4.032468289655581,31.826691482495516,5.137926444535454,32.987144742906096,,,777:0.070022735;778:0.070243041;779:0.069569539;780:0.069766595;781:0.070677126
dad_transformer,256,777 778 779 780 781,780,runs/main_result/dad_transformer_seed_780/best_agent.pt,5f8b65b0a687,heldout_validation_mse,0.06596556672593579,runs/main_result/validation_task_bank.npz,f9f4d912d594,cpu,cpu:x86_64,8056.888501340989,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.0698414004035294,0.0688203684107121,0.07088718824172392,0.06704163178801537,0.03706352412700653,3.713548250198364,0.7076280691492786,0.7511694872286171,3.778923966858484,28.99039922131924,4.900874890757,30.173053238925057,,,777:0.069583818;778:0.070616863;779:0.068975658;780:0.068930255;781:0.071100408
dad_transformer,512,777 778 779 780 781,780,runs/main_result/dad_transformer_seed_780/best_agent.pt,5f8b65b0a687,heldout_validation_mse,0.06596556672593579,runs/main_result/validation_task_bank.npz,a92ed02b93fe,cpu,cpu:x86_64,8056.888501340989,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.0717607081644237,0.07065722685493529,0.07286750825218856,0.06880346685647964,0.03682789113372564,4.322506171417237,0.9214801998990071,1.4163611636147835,3.8753823759577544,31.199802353349515,5.3352607812823,33.054551625729076,,,777:0.071180895;778:0.072696693;779:0.071314243;780:0.070173547;781:0.073438163
dad_transformer,32,777 778 779 780 781,781,runs/main_result/dad_transformer_seed_781/best_agent.pt,5d0e6f36e29e,heldout_validation_mse,0.061599422158906236,runs/main_result/validation_task_bank.npz,76ca35aaf205,cpu,cpu:x86_64,8526.982397413929,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.07125048482045532,0.06998130106948316,0.0724419404378906,0.06748233363032341,0.03938637115061283,6.831260031509399,0.9404832454825132,1.4505911568296141,10.365084336347516,40.38570692978101,11.858457064390596,42.07368573804852,,,777:0.071606686;778:0.07038662;779:0.070825272;780:0.072305022;781:0.071128825
dad_transformer,64,777 778 779 780 781,781,runs/main_result/dad_transformer_seed_781/best_agent.pt,5d0e6f36e29e,heldout_validation_mse,0.061599422158906236,runs/main_result/validation_task_bank.npz,1c7c8534b94f,cpu,cpu:x86_64,8526.982397413929,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.07311176190115512,0.07180012876166962,0.07437717195850796,0.069414421916008,0.04312089737504721,8.762333844375611,1.0570540313751229,1.4658418721868656,11.552235513562078,40.6660355840344,13.216392789510751,42.564183217438405,,,777:0.07431458;778:0.07384908;779:0.07267534;780:0.073238096;781:0.071481713
dad_transformer,128,777 778 779 780 781,781,runs/main_result/dad_transformer_seed_781/best_agent.pt,5d0e6f36e29e,heldout_validation_mse,0.061599422158906236,runs/main_result/validation_task_bank.npz,1c13c3d59260,cpu,cpu:x86_64,8526.982397413929,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.0774683842709288,0.07596567143613472,0.07892878703933674,0.07223599776625633,0.047625609673559666,11.210004196548462,0.7068408526376717,0.7414354392094538,11.886987517254116,36.80001236865064,13.016203125064365,37.95391138989944,,,777:0.078121828;778:0.078868106;779:0.076028706;780:0.077744181;781:0.0765791
dad_transformer,256,777 778 779 780 781,781,runs/main_result/dad_transformer_seed_781/best_agent.pt,5d0e6f36e29e,heldout_validation_mse,0.061599422158906236,runs/main_result/validation_task_bank.npz,f9f4d912d594,cpu,cpu:x86_64,8526.982397413929,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.08193341028168798,0.08036778268309776,0.08354864298637957,0.07544102147221565,0.054866963997483253,14.030279790115356,0.7114587061534015,0.7446032790932804,13.800963495797221,36.797866956947836,14.935155936819502,37.952545706485395,,,777:0.081470969;778:0.082699569;779:0.081561239;780:0.08313592;781:0.080799355
dad_transformer,512,777 778 779 780 781,781,runs/main_result/dad_transformer_seed_781/best_agent.pt,5d0e6f36e29e,heldout_validation_mse,0.061599422158906236,runs/main_result/validation_task_bank.npz,a92ed02b93fe,cpu,cpu:x86_64,8526.982397413929,info_gain,,runs/main_result/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",2500.0,0.08891477411929517,0.08707667495176197,0.09071924384931568,0.08296040073037148,0.05941963382065296,17.739735358810425,0.7411474519874901,0.7677517403382808,17.637896741120816,37.34202358983457,18.812552785357305,38.52080201867502,,,777:0.090986433;778:0.089542608;779:0.088156774;780:0.088432277;781:0.087455778
