shots,baseline,paired_tasks,mse_ratio,mse_ratio_ci95_lo,mse_ratio_ci95_hi,latency_speedup,latency_speedup_ci95_lo,latency_speedup_ci95_hi,wilcoxon_p_bh,cliffs_delta
128,bald_2step_fast,1500,1.3446939037247607,1.3009803646346412,1.3887446271721902,44.38757403292876,44.223758469805986,44.543827523065296,6.98918821558863e-74,0.42667555555555553
128,fisher_greedy_fast,1500,2.0028722230898337,1.9307868130433303,2.087207737319467,70.8165320079926,70.62642099579018,71.00869402270091,1.1415579341382576e-184,0.7162977777777778
128,fixed,1500,1.6819851664070258,1.6326036797438153,1.7356288514580898,0.001313499044021387,0.001304531909977605,0.001322241002672313,8.043963286834678e-177,0.6439844444444445
128,fixed_optimized,1500,2.5186523735847475,2.4175881967338033,2.6249873642971107,0.016205651470930973,0.004363156613659379,0.031074203790597305,2.2012834424527888e-221,0.8280462222222222
128,random,1500,1.722309654926677,1.6624768365961526,1.7869173683237842,0.009349983478981654,0.009336016143044815,0.009364963262191443,2.1146869573768467e-153,0.6286035555555556
