n_qubits,method,shots,eval_seed,train_seed,checkpoint_path,checkpoint_config_hash,checkpoint_selection_metric,best_validation_mse,validation_task_bank_path,config_hash,device,hardware,train_wallclock_sec,reward_mode,behavior_clone_checkpoint,task_bank_path,policy_params,episodes,mse_mean,mse_mean_ci95_lo,mse_mean_ci95_hi,mse_median,mse_iqr,info_gain_mean,decision_ms_mean,decision_ms_p95,smc_update_ms_mean,smc_update_ms_p95,step_total_ms_mean,step_total_ms_p95,crlb_theta_mse_mean,mse_crlb_ratio_mean,per_seed_mse_mean
8,dad_transformer,128,777,779,runs/scaling/n8/dad_transformer_seed_779/best_agent.pt,19dc496cdae6,heldout_validation_mse,0.08277543634176254,runs/scaling/n8/validation_task_bank.npz,b6a97ef5f6f4,cpu,cpu:x86_64,68884.04193209705,info_gain,,runs/scaling/n8/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",100.0,0.08287652771919966,0.07886385135818272,0.08704590550716966,0.07948087155818939,0.028468403965234756,6.756103897094727,0.8104986456196961,0.9323326591402292,659.9375031171237,3636.318689067266,661.1515581898856,3637.5641795719275,,,777:0.082876528
10,random,128,777,,,,,,,243088f95da0,cpu,cpu:x86_64,,,,runs/scaling/n10/task_bank.npz,"{""n_actions"": 150, ""name"": ""random""}",100.0,0.08627160592004657,0.07942209380306305,0.09268624613247811,0.07823009788990021,0.03936179541051388,44.244357128143314,0.01757966270411594,0.01904295029817149,4982.76942792022,5058.569703951071,4983.238395031335,5059.0308032682515,,,777:0.086271606
10,fixed,128,777,,,,,,,e0662039f8a8,cpu,cpu:x86_64,,,,runs/scaling/n10/task_bank.npz,"{""basis_order"": [0, 1, 2], ""m_evo"": 5, ""n_qubits"": 10, ""name"": ""fixed""}",100.0,0.0736414004676044,0.07015618118271232,0.07711272483691574,0.07024024799466133,0.023610319010913372,18.093961963653566,0.0014514016220346093,0.0017273996490985155,4955.501644096996,4978.051064069732,4955.949831864208,4978.490725712618,,,777:0.0736414
10,fixed_optimized,128,777,,,,,,,13f205aa3b6d,cpu,cpu:x86_64,,,,runs/scaling/n10/task_bank.npz,"{""n_actions"": 150, ""name"": ""fixed_optimized"", ""non_adaptive"": true, ""objective"": ""prior_center_fisher_logdet"", ""ridge"": 0.0001}",100.0,0.08075561900623143,0.07419150354946033,0.08730834564566611,0.07437171787023544,0.044542293064296246,55.03758867263794,313.4743774720765,0.002784316020552069,5213.060789921114,5329.600390775013,5527.0403767969565,5330.190058412845,,,777:0.080755619
10,fisher_greedy_fast,128,777,,,,,,,baf18c83a187,cpu,cpu:x86_64,,,,runs/scaling/n10/task_bank.npz,"{""bounded_candidates"": true, ""max_actions"": 4, ""n_actions"": 150, ""name"": ""fisher_greedy_fast"", ""objective"": ""particle_linearized_fisher_logdet"", ""ridge"": 0.0001, ""seed"": 777}",100.0,0.08670421367511154,0.08049710386386141,0.09339984306879343,0.08501281589269638,0.047245279885828495,50.75862264633179,15712.355566410763,20072.935027577623,0.3353978537294703,0.4093785095028579,15713.105634428668,20073.680460222822,,,777:0.086704214
10,bald_2step_fast,128,777,,,,,,,ef6fcec9a840,cpu,cpu:x86_64,,,,runs/scaling/n10/task_bank.npz,"{""depth"": 2, ""future_max_actions"": 2, ""max_actions"": 3, ""n_actions"": 150, ""name"": ""bald_nstep"", ""predictive_samples"": 1, ""seed"": 777, ""top_k"": 2}",100.0,0.10771949864923953,0.10015123303700238,0.1159512648433447,0.1064557395875454,0.04827180132269859,41.2391180229187,9099.790752016837,15121.845133018214,0.3276076171702394,0.4333825359935872,9100.610153808213,15122.704944876023,,,777:0.1077195
10,symqnet,128,777,777,runs/scaling/n10/symqnet_seed_777/best_agent.pt,536cbfb4b907,heldout_validation_mse,0.08674740511924028,runs/scaling/n10/validation_task_bank.npz,0414abb06e3e,cpu,cpu:x86_64,85749.77547447896,info_gain,,runs/scaling/n10/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",100.0,0.08191246457397938,0.07817488633934408,0.08580676313955336,0.08352862298488617,0.026843823492527008,8.687992095947266,2.0112137602538698,2.191967687685974,828.6782754055457,4958.022884326056,831.2506189067306,4960.673117068945,,,777:0.081912465
10,symqnet,128,777,778,runs/scaling/n10/symqnet_seed_778/best_agent.pt,636462e0f823,heldout_validation_mse,0.07727004401385784,runs/scaling/n10/validation_task_bank.npz,0414abb06e3e,cpu,cpu:x86_64,90773.37790569698,info_gain,,runs/scaling/n10/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",100.0,0.08209489181637764,0.07852787024341523,0.08579505439102648,0.08027300611138344,0.02669663354754448,7.639851188659668,2.0132291071867154,2.271026858361438,765.9108944356881,5143.533982021618,768.4474292002335,5146.118401142885,,,777:0.082094892
10,symqnet,128,777,779,runs/scaling/n10/symqnet_seed_779/best_agent.pt,543d6daade70,heldout_validation_mse,0.08701650518923998,runs/scaling/n10/validation_task_bank.npz,0414abb06e3e,cpu,cpu:x86_64,94978.57639880804,info_gain,,runs/scaling/n10/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",100.0,0.08332664422690868,0.07989852622337638,0.0873367582913488,0.08078079670667648,0.028059756383299828,7.565212059020996,2.0763076958246534,2.4097081349464133,772.1816216756511,5112.584988439339,774.8281986937055,5115.35759750288,,,777:0.083326644
10,dad_transformer,128,777,777,runs/scaling/n10/dad_transformer_seed_777/best_agent.pt,c2a2fa20db7f,heldout_validation_mse,0.08758075535297394,runs/scaling/n10/validation_task_bank.npz,92c00fc4839c,cpu,cpu:x86_64,99132.49047702807,info_gain,,runs/scaling/n10/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",100.0,0.08029867697507143,0.0765826171617955,0.08395354524534195,0.07972798123955727,0.021980280056595802,3.5381145095825195,1.371594483239783,1.510741933088866,727.9979383939885,5727.11156914629,729.9905001889823,5729.199260442475,,,777:0.080298677
10,dad_transformer,128,777,778,runs/scaling/n10/dad_transformer_seed_778/best_agent.pt,02ea5c431070,heldout_validation_mse,0.09469311498105526,runs/scaling/n10/validation_task_bank.npz,92c00fc4839c,cpu,cpu:x86_64,102137.762002061,info_gain,,runs/scaling/n10/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",100.0,0.08128683937713505,0.07752674859995022,0.08501863443572073,0.08253388479351997,0.025023996829986572,9.408251514434815,0.8486138069080578,0.9814035485032946,879.1894120120237,5268.863256930927,880.4498433494315,5270.186372716707,,,777:0.081286839
10,dad_transformer,128,777,779,runs/scaling/n10/dad_transformer_seed_779/best_agent.pt,8c1ed50e6fee,heldout_validation_mse,0.08359482139348984,runs/scaling/n10/validation_task_bank.npz,92c00fc4839c,cpu,cpu:x86_64,102282.15218835196,info_gain,,runs/scaling/n10/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",100.0,0.08167917881160974,0.07819167778175323,0.08519495913945138,0.08235342055559158,0.02595021203160286,8.81816219329834,0.9356790888866978,1.0745036833395716,1110.4831581435428,5885.533815152449,1111.8686881869266,5886.9623656544,,,777:0.081679179
12,random,128,777,,,,,,,3621eb26b949,cpu,cpu:x86_64,,,,runs/scaling/n12/task_bank.npz,"{""n_actions"": 180, ""name"": ""random""}",100.0,0.10058006055653096,0.09466820707451552,0.106388014100492,0.09834839403629303,0.0375092513859272,55.1573846244812,0.021587587834801525,0.023063647095113993,7115.80356924869,7245.258350523654,7116.300785685535,7245.768182379252,,,777:0.10058006
12,fixed,128,777,,,,,,,2f352e558903,cpu,cpu:x86_64,,,,runs/scaling/n12/task_bank.npz,"{""basis_order"": [0, 1, 2], ""m_evo"": 5, ""n_qubits"": 12, ""name"": ""fixed""}",100.0,0.07559162322431803,0.07210112394299359,0.07989926464110612,0.07090835645794868,0.02545041311532259,13.644405174255372,0.0017285136790532202,0.002356158511247486,7188.466780611681,7275.2228661152185,7188.960121289227,7275.7548577248235,,,777:0.075591623
12,fisher_greedy_fast,128,777,,,,,,,b0d24d671116,cpu,cpu:x86_64,,,,runs/scaling/n12/task_bank.npz,"{""bounded_candidates"": true, ""max_actions"": 4, ""n_actions"": 180, ""name"": ""fisher_greedy_fast"", ""objective"": ""particle_linearized_fisher_logdet"", ""ridge"": 0.0001, ""seed"": 777}",100.0,0.09699930924922227,0.09079575708229096,0.10319782015960664,0.09299806877970695,0.04424973949790001,61.98562314987183,22321.37299862985,29056.0963636564,0.3540725008739779,0.4510771340574138,22322.166561954105,29056.904894141768,,,777:0.096999309
12,bald_2step_fast,128,777,,,,,,,c2caeb23b5b2,cpu,cpu:x86_64,,,,runs/scaling/n12/task_bank.npz,"{""depth"": 2, ""future_max_actions"": 2, ""max_actions"": 3, ""n_actions"": 180, ""name"": ""bald_nstep"", ""predictive_samples"": 1, ""seed"": 777, ""top_k"": 2}",100.0,0.10597550388425589,0.09858329062815756,0.11369881092105061,0.1016511619091034,0.052741577848792076,53.83580783843994,13269.788986802358,21833.282919015906,0.3956736311536385,0.5304173589684069,13270.75981621055,21834.281092579477,,,777:0.1059755
12,symqnet,128,777,777,runs/scaling/n12/symqnet_seed_777/best_agent.pt,92bbda74dbed,heldout_validation_mse,0.07845183089375496,runs/scaling/n12/validation_task_bank.npz,fbc774d287c5,cpu,cpu:x86_64,141621.26075989509,info_gain,,runs/scaling/n12/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",100.0,0.08128590438514947,0.07825389044452459,0.0845804712753743,0.08010761067271233,0.021271824836730957,9.821030178070068,2.094790622165116,2.422083197743632,1050.865156247746,7124.221124492469,1053.4798023830322,7126.95677505224,,,777:0.081285904
12,symqnet,128,777,778,runs/scaling/n12/symqnet_seed_778/best_agent.pt,28dc1f7dd189,heldout_validation_mse,0.08103024400770664,runs/scaling/n12/validation_task_bank.npz,fbc774d287c5,cpu,cpu:x86_64,140560.2430865881,info_gain,,runs/scaling/n12/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",100.0,0.08014270715415478,0.07679996383097024,0.08372377131413669,0.07963412255048752,0.020463962107896805,7.36183801651001,2.0706693020959697,2.338776285178028,1003.2366790839134,7124.264968441566,1005.8180311139182,7126.940267266473,,,777:0.080142707
12,symqnet,128,777,779,runs/scaling/n12/symqnet_seed_779/best_agent.pt,349936a47ca5,heldout_validation_mse,0.07676065154373646,runs/scaling/n12/validation_task_bank.npz,fbc774d287c5,cpu,cpu:x86_64,135869.18159201206,info_gain,,runs/scaling/n12/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""both"", ""graph"": ""chain"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": true, ""use_vae"": true}",100.0,0.08023064341396094,0.07732420886214823,0.08337819545529783,0.08081725239753723,0.018061216920614243,10.109870185852051,2.093027798368388,2.3566206579562277,987.1754106845605,7149.599692184711,989.7874144555276,7152.273465434555,,,777:0.080230643
12,dad_transformer,128,777,777,runs/scaling/n12/dad_transformer_seed_777/best_agent.pt,36661175841a,heldout_validation_mse,0.08395590167492628,runs/scaling/n12/validation_task_bank.npz,185a48ce77a8,cpu,cpu:x86_64,145931.38975787698,info_gain,,runs/scaling/n12/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",100.0,0.08030514415353536,0.07716533793322743,0.08357887414470315,0.08065750449895859,0.01855430379509926,1.3923906517028808,0.8087650886995512,0.8647611492779106,303.1758994497229,1210.349432018702,304.3851293255446,1211.6500032454496,,,777:0.080305144
12,dad_transformer,128,777,778,runs/scaling/n12/dad_transformer_seed_778/best_agent.pt,60409d527eb6,heldout_validation_mse,0.0845660399645567,runs/scaling/n12/validation_task_bank.npz,185a48ce77a8,cpu,cpu:x86_64,138871.32890917605,info_gain,,runs/scaling/n12/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",100.0,0.08221153158694505,0.07879173989780247,0.08600471940916032,0.08155751973390579,0.021954387426376343,10.827902145385742,0.8999401843822044,1.1590038880240172,1229.1011112875356,7821.921763216378,1230.436211690604,7823.351406925358,,,777:0.082211532
12,dad_transformer,128,777,779,runs/scaling/n12/dad_transformer_seed_779/best_agent.pt,69995a7b68d2,heldout_validation_mse,0.07779443450272083,runs/scaling/n12/validation_task_bank.npz,185a48ce77a8,cpu,cpu:x86_64,141555.79818495084,info_gain,,runs/scaling/n12/task_bank.npz,"{""action_selection"": ""argmax"", ""belief_mode"": ""none"", ""graph"": ""none"", ""name"": ""symqnet"", ""temporal"": ""transformer"", ""use_smc_feedback"": false, ""use_vae"": false}",100.0,0.09581694468855857,0.09101477122586221,0.1009721402823925,0.09660995006561279,0.028151020407676697,28.52540843963623,1.2172832929839688,1.4795419690199196,4458.158270690408,11049.1982553876,4459.9436770916345,11051.227293891716,,,777:0.095816945
