method,shots,eval_seed,train_seed,checkpoint_path,checkpoint_config_hash,checkpoint_selection_metric,best_validation_mse,validation_task_bank_path,config_hash,device,hardware,train_wallclock_sec,reward_mode,behavior_clone_checkpoint,task_bank_path,policy_params,episodes,mse_mean,mse_mean_ci95_lo,mse_mean_ci95_hi,mse_median,mse_iqr,info_gain_mean,decision_ms_mean,decision_ms_p95,smc_update_ms_mean,smc_update_ms_p95,step_total_ms_mean,step_total_ms_p95,crlb_theta_mse_mean,mse_crlb_ratio_mean,per_seed_mse_mean
fixed_optimized,128,777 778 779 780 781,,,,,,,cb839a9d5715,cpu,cpu:x86_64,,,,runs/noisy_native/task_bank.npz,"{""n_actions"": 75, ""name"": ""fixed_optimized"", ""non_adaptive"": true, ""objective"": ""prior_center_fisher_logdet"", ""ridge"": 0.0001}",1500.0,0.029182729383232072,0.02794604445543761,0.03039909100124302,0.022695649415254593,0.027965129585936666,22.26102347310384,0.024893162832422946,0.0028751694092837474,45.45531580444314,46.76516595426559,46.00162280652956,47.30241895150781,,,777:0.029333446;778:0.031878625;779:0.027218087;780:0.028176673;781:0.029306816
