method,shots,horizon,shot_time_us,decision_ms_mean,smc_update_ms_mean,quantum_ms_per_step,classical_ms_per_step,total_episode_time_ms
random,128,36,100.0,0.01757966270411594,4982.76942792022,12.8,4982.787007582924,179841.13227298524
random,128,36,1000.0,0.01757966270411594,4982.76942792022,128.0,4982.787007582924,183988.33227298528
random,128,36,10000.0,0.01757966270411594,4982.76942792022,1280.0,4982.787007582924,225460.33227298525
fixed,128,36,100.0,0.0014514016220346093,4955.501644096996,12.8,4955.503095498618,178858.91143795024
fixed,128,36,1000.0,0.0014514016220346093,4955.501644096996,128.0,4955.503095498618,183006.11143795023
fixed,128,36,10000.0,0.0014514016220346093,4955.501644096996,1280.0,4955.503095498618,224478.11143795023
fixed_optimized,128,36,100.0,313.4743774720765,5213.060789921114,12.8,5526.53516739319,199416.06602615485
fixed_optimized,128,36,1000.0,313.4743774720765,5213.060789921114,128.0,5526.53516739319,203563.26602615483
fixed_optimized,128,36,10000.0,313.4743774720765,5213.060789921114,1280.0,5526.53516739319,245035.26602615483
fisher_greedy_fast,128,36,100.0,15712.355566410763,0.3353978537294703,12.8,15712.690964264491,566117.6747135216
fisher_greedy_fast,128,36,1000.0,15712.355566410763,0.3353978537294703,128.0,15712.690964264491,570264.8747135217
fisher_greedy_fast,128,36,10000.0,15712.355566410763,0.3353978537294703,1280.0,15712.690964264491,611736.8747135218
bald_2step_fast,128,36,100.0,9099.790752016837,0.3276076171702394,12.8,9100.118359634007,328065.0609468242
bald_2step_fast,128,36,1000.0,9099.790752016837,0.3276076171702394,128.0,9100.118359634007,332212.2609468243
bald_2step_fast,128,36,10000.0,9099.790752016837,0.3276076171702394,1280.0,9100.118359634007,373684.2609468243
symqnet,128,36,100.0,2.0112137602538698,828.6782754055457,12.8,830.6894891657996,30365.621609968784
symqnet,128,36,1000.0,2.0112137602538698,828.6782754055457,128.0,830.6894891657996,34512.821609968785
symqnet,128,36,10000.0,2.0112137602538698,828.6782754055457,1280.0,830.6894891657996,75984.82160996879
symqnet,128,36,100.0,2.0132291071867154,765.9108944356881,12.8,767.9241235428748,28106.068447543494
symqnet,128,36,1000.0,2.0132291071867154,765.9108944356881,128.0,767.9241235428748,32253.26844754349
symqnet,128,36,10000.0,2.0132291071867154,765.9108944356881,1280.0,767.9241235428748,73725.2684475435
symqnet,128,36,100.0,2.0763076958246534,772.1816216756511,12.8,774.2579293714757,28334.085457373123
symqnet,128,36,1000.0,2.0763076958246534,772.1816216756511,128.0,774.2579293714757,32481.285457373124
symqnet,128,36,10000.0,2.0763076958246534,772.1816216756511,1280.0,774.2579293714757,73953.28545737313
dad_transformer,128,36,100.0,1.371594483239783,727.9979383939885,12.8,729.3695328772283,26718.10318358022
dad_transformer,128,36,1000.0,1.371594483239783,727.9979383939885,128.0,729.3695328772283,30865.303183580218
dad_transformer,128,36,10000.0,1.371594483239783,727.9979383939885,1280.0,729.3695328772283,72337.30318358022
dad_transformer,128,36,100.0,0.8486138069080578,879.1894120120237,12.8,880.0380258189317,32142.168929481544
dad_transformer,128,36,1000.0,0.8486138069080578,879.1894120120237,128.0,880.0380258189317,36289.36892948154
dad_transformer,128,36,10000.0,0.8486138069080578,879.1894120120237,1280.0,880.0380258189317,77761.36892948154
dad_transformer,128,36,100.0,0.9356790888866978,1110.4831581435428,12.8,1111.4188372324295,40471.87814036746
dad_transformer,128,36,1000.0,0.9356790888866978,1110.4831581435428,128.0,1111.4188372324295,44619.07814036746
dad_transformer,128,36,10000.0,0.9356790888866978,1110.4831581435428,1280.0,1111.4188372324295,86091.07814036746
