shots,reference,baseline,paired_tasks,wilcoxon_nonzero_pairs,reference_mse_mean,reference_mse_median,reference_mse_iqr,baseline_mse_mean,baseline_mse_median,baseline_mse_iqr,mse_delta_reference_minus_baseline,mse_ratio_reference_over_baseline,mse_ratio_ci95_lo,mse_ratio_ci95_hi,reference_decision_ms_mean,baseline_decision_ms_mean,latency_speedup_baseline_over_reference,latency_speedup_ci95_lo,latency_speedup_ci95_hi,wilcoxon_w,wilcoxon_p,wilcoxon_p_bh,wilcoxon_p_holm,cliffs_delta,rank_biserial
128,full,no_graph,1500,1500,0.07182307626120746,0.06952951848506927,0.031117753125727184,0.07395622691548327,0.07112621267636617,0.03104282418886821,-0.0021331506542757984,0.9711565781105415,0.9583194120686161,0.9845028339161404,1.6254405247631056,1.1115922129865345,0.6838713542893486,0.6826298492480826,0.6852050902247667,495535.0,5.985666300726776e-05,0.00010064679675717118,0.0005985666300726775,-0.04879644444444445,-0.11963579835665113
128,full,mlp_only,1500,1500,0.07182307626120746,0.06952951848506927,0.031117753125727184,0.07087021062802523,0.0681158701578776,0.0318870535120368,0.0009528656331822275,1.0134452208443898,0.9986396029706219,1.0290954243335357,1.6254405247631056,0.3949331840641084,0.242969938332051,0.24136777539524243,0.2444023165187375,518926.0,0.008810979557440207,0.011013724446800259,0.044054897787201036,0.03382488888888889,0.07807950255385299
256,full,no_vae,1500,1500,0.0728589937758839,0.07075424119830132,0.03184414220352967,0.07464249628249348,0.07145737484097481,0.032866130893429116,-0.001783502506609592,0.976106070999291,0.961834137536328,0.990589583693716,1.687528743277114,1.579256514621249,0.9358397721596109,0.9335397248421144,0.9379832987907241,517328.0,0.006636766085636464,0.008849021447515286,0.03982059651381878,-0.029401777777777777,-0.08091849877859204
256,full,no_smc_feedback,1500,1500,0.0728589937758839,0.07075424119830132,0.03184414220352967,0.06300236010905873,0.05954740972568592,0.03268612191701929,0.00985663366682517,1.156448641761405,1.1331608965765179,1.182888693406598,1.687528743277114,1.521158051659083,0.9014116397834234,0.8989887311657139,0.9037400086569208,347950.0,1.455409726451449e-37,7.277048632257245e-37,2.4741965349674632e-36,0.2520008888888889,0.3818343326671108
256,full,no_graph,1500,1500,0.0728589937758839,0.07075424119830132,0.03184414220352967,0.07573964854847226,0.07322307676076889,0.03407203654448192,-0.0028806547725883625,0.9619663567524375,0.9486327892118611,0.9769718857485333,1.687528743277114,1.10893442396888,0.6571351322972866,0.6552856078974205,0.6589513647625085,487849.0,7.769079576518097e-06,1.7264621281151328e-05,9.322895491821717e-05,-0.06457155555555555,-0.1332906950921608
256,full,mlp_only,1500,1500,0.0728589937758839,0.07075424119830132,0.03184414220352967,0.07342682060102622,0.07002347521483898,0.032225064778079585,-0.0005678268251423205,0.9922667654612518,0.9763900147012127,1.0072739838340652,1.687528743277114,0.39782566440587774,0.23574452642111213,0.23512442957014162,0.23636800116431272,552934.0,0.5535355781897362,0.5826690296734065,1.0,0.003040888888888889,-0.017661114812347323
512,full,no_vae,1500,1500,0.07551756139337604,0.0735816905895869,0.03362076481183371,0.07817016252585583,0.07407686983545621,0.036322446384777635,-0.0026526011324798067,0.9660663218961274,0.9496821102124166,0.9830432741203143,1.6401352969818908,1.6571918987334178,1.0103995089813103,1.00826326949009,1.0126111825798867,505788.0,0.0006681882360564456,0.0009545546229377793,0.004677317652395119,-0.03991466666666667,-0.10142038640906062
512,full,no_smc_feedback,1500,1500,0.07551756139337604,0.0735816905895869,0.03362076481183371,0.06651735807153293,0.06237140018492937,0.03559458248006801,0.009000203321843097,1.1353060852501728,1.1101319071556566,1.1590068654914887,1.6401352969818908,1.5143881721298476,0.9233312489015767,0.9213867561490497,0.9252619368051234,383095.0,8.688446746641181e-27,3.4753786986564724e-26,1.390151479462589e-25,0.2208711111111111,0.3193959582500555
512,full,no_graph,1500,1500,0.07551756139337604,0.0735816905895869,0.03362076481183371,0.0785784240571989,0.07691241738696894,0.033465949197610215,-0.0030608626638228696,0.9610470342139363,0.9453002875523556,0.9755792043251519,1.6401352969818908,0.9941717993308514,0.606152310215069,0.605165973648983,0.6072436155500837,484197.0,2.7440254806390394e-06,6.860063701597598e-06,3.567233124830751e-05,-0.0631831111111111,-0.13977881412391738
512,full,mlp_only,1500,1500,0.07551756139337604,0.0735816905895869,0.03362076481183371,0.08004695038321531,0.07558744524916014,0.039004773211975895,-0.004529388989839289,0.9434158457235989,0.9269242779272051,0.9591233834981668,1.6401352969818908,0.3589725102460369,0.2188676208033589,0.2185204520581679,0.21924684006225145,467207.0,1.186277785261654e-08,3.9542592842055134e-08,1.779416677892481e-07,-0.070224,-0.16996313568731958
