shots,method,train_seeds,seed_mean_mse_mean,seed_mean_mse_std,seed_mean_mse_min,seed_mean_mse_max,seed_mean_mse_cv
128,symqnet,3,0.08055308498442174,0.0006361614590726165,0.08014270715415478,0.08128590438514947,0.007897418940511646
