shots,method,episodes,info_gain_mean,final_mse_mean,pearson_info_gain_vs_mse,spearman_info_gain_vs_mse
128,symqnet,300,9.097579460144043,0.08055308498442174,-0.04830916480659025,-0.062469381594037275
