shots,method,train_seeds,seed_mean_mse_mean,seed_mean_mse_std,seed_mean_mse_min,seed_mean_mse_max,seed_mean_mse_cv
128,symqnet,3,0.07978692986691992,0.004232682795400953,0.07502354856580495,0.08311638239771128,0.053049826612715
